Município,UF,SoloId,Cultura,Ciclo,cad,2/1/2019
Município,UF,SoloId,Cultura,Ciclo,cad,2/1/2019
Rio Rufino,SC,3,Soja,Grupo I,51.2,
Rio Rufino,SC,1,Soja,Grupo II,28.8,
Rio Rufino,SC,2,Soja,Grupo II,40.0,
Rio Rufino,SC,3,Soja,Grupo II,51.2,
Rio Rufino,SC,1,Soja,Grupo III,51.2,
Rio Rufino,SC,2,Soja,Grupo III,40.0,
Rio Rufino,SC,3,Soja,Grupo III,51.2,
Santa Helena,SC,1,Soja,Grupo I,28.8,
Santa Helena,SC,2,Soja,Grupo I,40.0,
Santa Helena,SC,3,Soja,Grupo I,51.2,
Santa Helena,SC,1,Soja,Grupo II,28.8,
Santa Helena,SC,2,Soja,Grupo II,40.0,
Santa Helena,SC,3,Soja,Grupo II,51.2,
Santa Helena,SC,1,Soja,Grupo III,51.2,
Santa Helena,SC,2,Soja,Grupo III,40.0,
Santa Helena,SC,3,Soja,Grupo III,51.2,
Santa Terezinha,SC,1,Soja,Grupo I,28.8,
Santa Terezinha,SC,2,Soja,Grupo I,40.0,
Santa Terezinha,SC,3,Soja,Grupo I,51.2,
Santa Terezinha,SC,1,Soja,Grupo II,28.8,
Santa Terezinha,SC,2,Soja,Grupo II,40.0,
Santa Terezinha,SC,3,Soja,Grupo II,51.2,
Santa Terezinha,SC,1,Soja,Grupo III,51.2,
Santa Terezinha,SC,2,Soja,Grupo III,40.0,
Santa Terezinha,SC,3,Soja,Grupo III,51.2,
Sangão,SC,1,Soja,Grupo I,28.8,
Sangão,SC,2,Soja,Grupo I,40.0,
Sangão,SC,3,Soja,Grupo I,51.2,
Sangão,SC,1,Soja,Grupo II,28.8,
Sangão,SC,2,Soja,Grupo II,40.0,
Sangão,SC,3,Soja,Grupo II,51.2,
Sangão,SC,1,Soja,Grupo III,51.2,
Sangão,SC,2,Soja,Grupo III,40.0,
Sangão,SC,3,Soja,Grupo III,51.2,
São Cristovão Do Sul,SC,1,Soja,Grupo I,28.8,
São Cristovão Do Sul,SC,2,Soja,Grupo I,40.0,
São Cristovão Do Sul,SC,3,Soja,Grupo I,51.2,
São Cristovão Do Sul,SC,1,Soja,Grupo II,28.8,
São Cristovão Do Sul,SC,2,Soja,Grupo II,40.0,
São Cristovão Do Sul,SC,3,Soja,Grupo II,51.2,
São Cristovão Do Sul,SC,1,Soja,Grupo III,51.2,
São Cristovão Do Sul,SC,2,Soja,Grupo III,40.0,
São Cristovão Do Sul,SC,3,Soja,Grupo III,51.2,
São João Do Itaperiú,SC,1,Soja,Grupo I,28.8,
São João Do Itaperiú,SC,2,Soja,Grupo I,40.0,
São João Do Itaperiú,SC,3,Soja,Grupo I,51.2,
São João Do Itaperiú,SC,1,Soja,Grupo II,28.8,
São João Do Itaperiú,SC,2,Soja,Grupo II,40.0,
São João Do Itaperiú,SC,3,Soja,Grupo II,51.2,
São João Do Itaperiú,SC,1,Soja,Grupo III,51.2,
São João Do Itaperiú,SC,2,Soja,Grupo III,40.0,
São João Do Itaperiú,SC,3,Soja,Grupo III,51.2,
São Miguel Da Boa Vista,SC,1,Soja,Grupo I,28.8,
São Miguel Da Boa Vista,SC,2,Soja,Grupo I,40.0,
São Miguel Da Boa Vista,SC,3,Soja,Grupo I,51.2,
São Miguel Da Boa Vista,SC,1,Soja,Grupo II,28.8,
São Miguel Da Boa Vista,SC,2,Soja,Grupo II,40.0,
São Miguel Da Boa Vista,SC,3,Soja,Grupo II,51.2,
São Miguel Da Boa Vista,SC,1,Soja,Grupo III,51.2,
São Miguel Da Boa Vista,SC,2,Soja,Grupo III,40.0,
São Miguel Da Boa Vista,SC,3,Soja,Grupo III,51.2,
Sul Brasil,SC,1,Soja,Grupo I,28.8,
Sul Brasil,SC,2,Soja,Grupo I,40.0,
Sul Brasil,SC,3,Soja,Grupo I,51.2,
Sul Brasil,SC,1,Soja,Grupo II,28.8,
Sul Brasil,SC,2,Soja,Grupo II,40.0,
Sul Brasil,SC,3,Soja,Grupo II,51.2,
Sul Brasil,SC,1,Soja,Grupo III,51.2,
Sul Brasil,SC,2,Soja,Grupo III,40.0,
Sul Brasil,SC,3,Soja,Grupo III,51.2,
Vargem,SC,1,Soja,Grupo I,28.8,
Vargem,SC,2,Soja,Grupo I,40.0,
Vargem,SC,3,Soja,Grupo I,51.2,
Vargem,SC,1,Soja,Grupo II,28.8,
Vargem,SC,2,Soja,Grupo II,40.0,
Vargem,SC,3,Soja,Grupo II,51.2,
Vargem,SC,1,Soja,Grupo III,51.2,
Vargem,SC,2,Soja,Grupo III,40.0,
Vargem,SC,3,Soja,Grupo III,51.2,
Vargem Bonita,SC,1,Soja,Grupo I,28.8,
Vargem Bonita,SC,2,Soja,Grupo I,40.0,
Vargem Bonita,SC,3,Soja,Grupo I,51.2,
Vargem Bonita,SC,1,Soja,Grupo II,28.8,
Vargem Bonita,SC,2,Soja,Grupo II,40.0,
Vargem Bonita,SC,3,Soja,Grupo II,51.2,
Vargem Bonita,SC,1,Soja,Grupo III,51.2,
Vargem Bonita,SC,2,Soja,Grupo III,40.0,
Vargem Bonita,SC,3,Soja,Grupo III,51.2,
Jardinópolis,SC,1,Soja,Grupo I,28.8,
Jardinópolis,SC,2,Soja,Grupo I,40.0,
Jardinópolis,SC,3,Soja,Grupo I,51.2,
Jardinópolis,SC,1,Soja,Grupo II,28.8,
Jardinópolis,SC,2,Soja,Grupo II,40.0,
Jardinópolis,SC,3,Soja,Grupo II,51.2,
Jardinópolis,SC,1,Soja,Grupo III,51.2,
Jardinópolis,SC,2,Soja,Grupo III,40.0,
Jardinópolis,SC,3,Soja,Grupo III,51.2,
Riqueza,SC,1,Soja,Grupo I,28.8,
Riqueza,SC,2,Soja,Grupo I,40.0,
Riqueza,SC,3,Soja,Grupo I,51.2,
Riqueza,SC,1,Soja,Grupo II,28.8,
Riqueza,SC,2,Soja,Grupo II,40.0,
Riqueza,SC,3,Soja,Grupo II,51.2,
Riqueza,SC,1,Soja,Grupo III,51.2,
Riqueza,SC,2,Soja,Grupo III,40.0,
Riqueza,SC,3,Soja,Grupo III,51.2,
São João Do Oeste,SC,1,Soja,Grupo I,28.8,
São João Do Oeste,SC,2,Soja,Grupo I,40.0,
São João Do Oeste,SC,3,Soja,Grupo I,51.2,
São João Do Oeste,SC,1,Soja,Grupo II,28.8,
São João Do Oeste,SC,2,Soja,Grupo II,40.0,
São João Do Oeste,SC,3,Soja,Grupo II,51.2,
São João Do Oeste,SC,1,Soja,Grupo III,51.2,
São João Do Oeste,SC,2,Soja,Grupo III,40.0,
São João Do Oeste,SC,3,Soja,Grupo III,51.2,
Monte Carlo,SC,1,Soja,Grupo I,28.8,
Monte Carlo,SC,2,Soja,Grupo I,40.0,
Monte Carlo,SC,3,Soja,Grupo I,51.2,
Monte Carlo,SC,1,Soja,Grupo II,28.8,
Monte Carlo,SC,2,Soja,Grupo II,40.0,
Monte Carlo,SC,3,Soja,Grupo II,51.2,
Monte Carlo,SC,1,Soja,Grupo III,51.2,
Monte Carlo,SC,2,Soja,Grupo III,40.0,
Monte Carlo,SC,3,Soja,Grupo III,51.2,
Passo De Torres,SC,1,Soja,Grupo I,28.8,
Passo De Torres,SC,2,Soja,Grupo I,40.0,
Passo De Torres,SC,3,Soja,Grupo I,51.2,
Passo De Torres,SC,1,Soja,Grupo II,28.8,
Passo De Torres,SC,2,Soja,Grupo II,40.0,
Passo De Torres,SC,3,Soja,Grupo II,51.2,
Passo De Torres,SC,1,Soja,Grupo III,51.2,
Passo De Torres,SC,2,Soja,Grupo III,40.0,
Passo De Torres,SC,3,Soja,Grupo III,51.2,
Passos Maia,SC,1,Soja,Grupo I,28.8,
Passos Maia,SC,2,Soja,Grupo I,40.0,
Passos Maia,SC,3,Soja,Grupo I,51.2,
Passos Maia,SC,1,Soja,Grupo II,28.8,
Passos Maia,SC,2,Soja,Grupo II,40.0,
Passos Maia,SC,3,Soja,Grupo II,51.2,
Passos Maia,SC,1,Soja,Grupo III,51.2,
Passos Maia,SC,2,Soja,Grupo III,40.0,
Passos Maia,SC,3,Soja,Grupo III,51.2,
Princesa,SC,1,Soja,Grupo I,28.8,
Princesa,SC,2,Soja,Grupo I,40.0,
Princesa,SC,3,Soja,Grupo I,51.2,
Princesa,SC,1,Soja,Grupo II,28.8,
Princesa,SC,2,Soja,Grupo II,40.0,
Princesa,SC,3,Soja,Grupo II,51.2,
Princesa,SC,1,Soja,Grupo III,51.2,
Princesa,SC,2,Soja,Grupo III,40.0,
Princesa,SC,3,Soja,Grupo III,51.2,
Bocaina Do Sul,SC,1,Soja,Grupo I,28.8,
Bocaina Do Sul,SC,2,Soja,Grupo I,40.0,
Bocaina Do Sul,SC,3,Soja,Grupo I,51.2,
Bocaina Do Sul,SC,1,Soja,Grupo II,28.8,
Bocaina Do Sul,SC,2,Soja,Grupo II,40.0,
Bocaina Do Sul,SC,3,Soja,Grupo II,51.2,
Bocaina Do Sul,SC,1,Soja,Grupo III,51.2,
Bocaina Do Sul,SC,2,Soja,Grupo III,40.0,
Bocaina Do Sul,SC,3,Soja,Grupo III,51.2,
Painel,SC,1,Soja,Grupo I,28.8,
Painel,SC,2,Soja,Grupo I,40.0,
Painel,SC,3,Soja,Grupo I,51.2,
Painel,SC,1,Soja,Grupo II,28.8,
Painel,SC,2,Soja,Grupo II,40.0,
Painel,SC,3,Soja,Grupo II,51.2,
Painel,SC,1,Soja,Grupo III,51.2,
Painel,SC,2,Soja,Grupo III,40.0,
Painel,SC,3,Soja,Grupo III,51.2,
Luzerna,SC,1,Soja,Grupo I,28.8,
Luzerna,SC,2,Soja,Grupo I,40.0,
Luzerna,SC,3,Soja,Grupo I,51.2,
Luzerna,SC,1,Soja,Grupo II,28.8,
Luzerna,SC,2,Soja,Grupo II,40.0,
Luzerna,SC,3,Soja,Grupo II,51.2,
Luzerna,SC,1,Soja,Grupo III,51.2,
Luzerna,SC,2,Soja,Grupo III,40.0,
Luzerna,SC,3,Soja,Grupo III,51.2,
Alto Bela Vista,SC,1,Soja,Grupo I,28.8,
Alto Bela Vista,SC,2,Soja,Grupo I,40.0,
Alto Bela Vista,SC,3,Soja,Grupo I,51.2,
Alto Bela Vista,SC,1,Soja,Grupo II,28.8,
Alto Bela Vista,SC,2,Soja,Grupo II,40.0,
Alto Bela Vista,SC,3,Soja,Grupo II,51.2,
Alto Bela Vista,SC,1,Soja,Grupo III,51.2,
Alto Bela Vista,SC,2,Soja,Grupo III,40.0,
Alto Bela Vista,SC,3,Soja,Grupo III,51.2,
Balneário Arroio Do Silva,SC,1,Soja,Grupo I,28.8,
Balneário Arroio Do Silva,SC,2,Soja,Grupo I,40.0,
Balneário Arroio Do Silva,SC,3,Soja,Grupo I,51.2,
Balneário Arroio Do Silva,SC,1,Soja,Grupo II,28.8,
Balneário Arroio Do Silva,SC,2,Soja,Grupo II,40.0,
Balneário Arroio Do Silva,SC,3,Soja,Grupo II,51.2,
Balneário Arroio Do Silva,SC,1,Soja,Grupo III,51.2,
Balneário Arroio Do Silva,SC,2,Soja,Grupo III,40.0,
Balneário Arroio Do Silva,SC,3,Soja,Grupo III,51.2,
Balneário Gaivota,SC,1,Soja,Grupo I,28.8,
Balneário Gaivota,SC,2,Soja,Grupo I,40.0,
Balneário Gaivota,SC,3,Soja,Grupo I,51.2,
Balneário Gaivota,SC,1,Soja,Grupo II,28.8,
Balneário Gaivota,SC,2,Soja,Grupo II,40.0,
Balneário Gaivota,SC,3,Soja,Grupo II,51.2,
Balneário Gaivota,SC,1,Soja,Grupo III,51.2,
Balneário Gaivota,SC,2,Soja,Grupo III,40.0,
Balneário Gaivota,SC,3,Soja,Grupo III,51.2,
Bandeirante,SC,1,Soja,Grupo I,28.8,
Bandeirante,SC,2,Soja,Grupo I,40.0,
Bandeirante,SC,3,Soja,Grupo I,51.2,
Bandeirante,SC,1,Soja,Grupo II,28.8,
Bandeirante,SC,2,Soja,Grupo II,40.0,
Bandeirante,SC,3,Soja,Grupo II,51.2,
Bandeirante,SC,1,Soja,Grupo III,51.2,
Bandeirante,SC,2,Soja,Grupo III,40.0,
Bandeirante,SC,3,Soja,Grupo III,51.2,
Barra Bonita,SC,1,Soja,Grupo I,28.8,
Barra Bonita,SC,2,Soja,Grupo I,40.0,
Barra Bonita,SC,3,Soja,Grupo I,51.2,
Barra Bonita,SC,1,Soja,Grupo II,28.8,
Barra Bonita,SC,2,Soja,Grupo II,40.0,
Barra Bonita,SC,3,Soja,Grupo II,51.2,
Barra Bonita,SC,1,Soja,Grupo III,51.2,
Barra Bonita,SC,2,Soja,Grupo III,40.0,
Barra Bonita,SC,3,Soja,Grupo III,51.2,
Bela Vista Do Toldo,SC,1,Soja,Grupo I,28.8,
Bela Vista Do Toldo,SC,2,Soja,Grupo I,40.0,
Bela Vista Do Toldo,SC,3,Soja,Grupo I,51.2,
Bela Vista Do Toldo,SC,1,Soja,Grupo II,28.8,
Bela Vista Do Toldo,SC,2,Soja,Grupo II,40.0,
Bela Vista Do Toldo,SC,3,Soja,Grupo II,51.2,
Bela Vista Do Toldo,SC,1,Soja,Grupo III,51.2,
Bela Vista Do Toldo,SC,2,Soja,Grupo III,40.0,
Bela Vista Do Toldo,SC,3,Soja,Grupo III,51.2,
Bom Jesus,SC,1,Soja,Grupo I,28.8,
Bom Jesus,SC,2,Soja,Grupo I,40.0,
Bom Jesus,SC,3,Soja,Grupo I,51.2,
Bom Jesus,SC,1,Soja,Grupo II,28.8,
Bom Jesus,SC,2,Soja,Grupo II,40.0,
Bom Jesus,SC,3,Soja,Grupo II,51.2,
Bom Jesus,SC,1,Soja,Grupo III,51.2,
Bom Jesus,SC,2,Soja,Grupo III,40.0,
Bom Jesus,SC,3,Soja,Grupo III,51.2,
Bom Jesus Do Oeste,SC,1,Soja,Grupo I,28.8,
Bom Jesus Do Oeste,SC,2,Soja,Grupo I,40.0,
Bom Jesus Do Oeste,SC,3,Soja,Grupo I,51.2,
Bom Jesus Do Oeste,SC,1,Soja,Grupo II,28.8,
Bom Jesus Do Oeste,SC,2,Soja,Grupo II,40.0,
Bom Jesus Do Oeste,SC,3,Soja,Grupo II,51.2,
Bom Jesus Do Oeste,SC,1,Soja,Grupo III,51.2,
Bom Jesus Do Oeste,SC,2,Soja,Grupo III,40.0,
Bom Jesus Do Oeste,SC,3,Soja,Grupo III,51.2,
Brunópolis,SC,1,Soja,Grupo I,28.8,
Brunópolis,SC,2,Soja,Grupo I,40.0,
Brunópolis,SC,3,Soja,Grupo I,51.2,
Brunópolis,SC,1,Soja,Grupo II,28.8,
Brunópolis,SC,2,Soja,Grupo II,40.0,
Brunópolis,SC,3,Soja,Grupo II,51.2,
Brunópolis,SC,1,Soja,Grupo III,51.2,
Brunópolis,SC,2,Soja,Grupo III,40.0,
Brunópolis,SC,3,Soja,Grupo III,51.2,
Capão Alto,SC,1,Soja,Grupo I,28.8,
Capão Alto,SC,2,Soja,Grupo I,40.0,
Capão Alto,SC,3,Soja,Grupo I,51.2,
Capão Alto,SC,1,Soja,Grupo II,28.8,
Capão Alto,SC,2,Soja,Grupo II,40.0,
Capão Alto,SC,3,Soja,Grupo II,51.2,
Capão Alto,SC,1,Soja,Grupo III,51.2,
Capão Alto,SC,2,Soja,Grupo III,40.0,
Capão Alto,SC,3,Soja,Grupo III,51.2,
Chapadão Do Lageado,SC,1,Soja,Grupo I,28.8,
Chapadão Do Lageado,SC,2,Soja,Grupo I,40.0,
Chapadão Do Lageado,SC,3,Soja,Grupo I,51.2,
Chapadão Do Lageado,SC,1,Soja,Grupo II,28.8,
Chapadão Do Lageado,SC,2,Soja,Grupo II,40.0,
Chapadão Do Lageado,SC,3,Soja,Grupo II,51.2,
Chapadão Do Lageado,SC,1,Soja,Grupo III,51.2,
Chapadão Do Lageado,SC,2,Soja,Grupo III,40.0,
Chapadão Do Lageado,SC,3,Soja,Grupo III,51.2,
Cunhataí,SC,1,Soja,Grupo I,28.8,
Cunhataí,SC,2,Soja,Grupo I,40.0,
Cunhataí,SC,3,Soja,Grupo I,51.2,
Cunhataí,SC,1,Soja,Grupo II,28.8,
Cunhataí,SC,2,Soja,Grupo II,40.0,
Cunhataí,SC,3,Soja,Grupo II,51.2,
Cunhataí,SC,1,Soja,Grupo III,51.2,
Cunhataí,SC,2,Soja,Grupo III,40.0,
Cunhataí,SC,3,Soja,Grupo III,51.2,
Entre Rios,SC,1,Soja,Grupo I,28.8,
Entre Rios,SC,2,Soja,Grupo I,40.0,
Entre Rios,SC,3,Soja,Grupo I,51.2,
Entre Rios,SC,1,Soja,Grupo II,28.8,
Entre Rios,SC,2,Soja,Grupo II,40.0,
Entre Rios,SC,3,Soja,Grupo II,51.2,
Entre Rios,SC,1,Soja,Grupo III,51.2,
Entre Rios,SC,2,Soja,Grupo III,40.0,
Entre Rios,SC,3,Soja,Grupo III,51.2,
Ermo,SC,1,Soja,Grupo I,28.8,
Ermo,SC,2,Soja,Grupo I,40.0,
Ermo,SC,3,Soja,Grupo I,51.2,
Ermo,SC,1,Soja,Grupo II,28.8,
Ermo,SC,2,Soja,Grupo II,40.0,
Ermo,SC,3,Soja,Grupo II,51.2,
Ermo,SC,1,Soja,Grupo III,51.2,
Ermo,SC,2,Soja,Grupo III,40.0,
Ermo,SC,3,Soja,Grupo III,51.2,
Flor Do Sertão,SC,1,Soja,Grupo I,28.8,
Flor Do Sertão,SC,2,Soja,Grupo I,40.0,
Flor Do Sertão,SC,3,Soja,Grupo I,51.2,
Flor Do Sertão,SC,1,Soja,Grupo II,28.8,
Flor Do Sertão,SC,2,Soja,Grupo II,40.0,
Flor Do Sertão,SC,3,Soja,Grupo II,51.2,
Flor Do Sertão,SC,1,Soja,Grupo III,51.2,
Flor Do Sertão,SC,2,Soja,Grupo III,40.0,
Flor Do Sertão,SC,3,Soja,Grupo III,51.2,
Frei Rogério,SC,1,Soja,Grupo I,28.8,
Frei Rogério,SC,2,Soja,Grupo I,40.0,
Frei Rogério,SC,3,Soja,Grupo I,51.2,
Frei Rogério,SC,1,Soja,Grupo II,28.8,
Frei Rogério,SC,2,Soja,Grupo II,40.0,
Frei Rogério,SC,3,Soja,Grupo II,51.2,
Frei Rogério,SC,1,Soja,Grupo III,51.2,
Frei Rogério,SC,2,Soja,Grupo III,40.0,
Frei Rogério,SC,3,Soja,Grupo III,51.2,
Ibiam,SC,1,Soja,Grupo I,28.8,
Ibiam,SC,2,Soja,Grupo I,40.0,
Ibiam,SC,3,Soja,Grupo I,51.2,
Ibiam,SC,1,Soja,Grupo II,28.8,
Ibiam,SC,2,Soja,Grupo II,40.0,
Ibiam,SC,3,Soja,Grupo II,51.2,
Ibiam,SC,1,Soja,Grupo III,51.2,
Ibiam,SC,2,Soja,Grupo III,40.0,
Ibiam,SC,3,Soja,Grupo III,51.2,
Iomerê,SC,1,Soja,Grupo I,28.8,
Iomerê,SC,2,Soja,Grupo I,40.0,
Iomerê,SC,3,Soja,Grupo I,51.2,
Iomerê,SC,1,Soja,Grupo II,28.8,
Iomerê,SC,2,Soja,Grupo II,40.0,
Iomerê,SC,3,Soja,Grupo II,51.2,
Iomerê,SC,1,Soja,Grupo III,51.2,
Iomerê,SC,2,Soja,Grupo III,40.0,
Iomerê,SC,3,Soja,Grupo III,51.2,
Jupiá,SC,1,Soja,Grupo I,28.8,
Jupiá,SC,2,Soja,Grupo I,40.0,
Jupiá,SC,3,Soja,Grupo I,51.2,
Jupiá,SC,1,Soja,Grupo II,28.8,
Jupiá,SC,2,Soja,Grupo II,40.0,
Jupiá,SC,3,Soja,Grupo II,51.2,
Jupiá,SC,1,Soja,Grupo III,51.2,
Jupiá,SC,2,Soja,Grupo III,40.0,
Jupiá,SC,3,Soja,Grupo III,51.2,
Paial,SC,1,Soja,Grupo I,28.8,
Paial,SC,2,Soja,Grupo I,40.0,
Paial,SC,3,Soja,Grupo I,51.2,
Paial,SC,1,Soja,Grupo II,28.8,
Paial,SC,2,Soja,Grupo II,40.0,
Paial,SC,3,Soja,Grupo II,51.2,
Paial,SC,1,Soja,Grupo III,51.2,
Paial,SC,2,Soja,Grupo III,40.0,
Paial,SC,3,Soja,Grupo III,51.2,
Palmeira,SC,1,Soja,Grupo I,28.8,
Palmeira,SC,2,Soja,Grupo I,40.0,
Palmeira,SC,3,Soja,Grupo I,51.2,
Palmeira,SC,1,Soja,Grupo II,28.8,
Palmeira,SC,2,Soja,Grupo II,40.0,
Palmeira,SC,3,Soja,Grupo II,51.2,
Palmeira,SC,1,Soja,Grupo III,51.2,
Palmeira,SC,2,Soja,Grupo III,40.0,
Palmeira,SC,3,Soja,Grupo III,51.2,
Santiago Do Sul,SC,1,Soja,Grupo I,28.8,
Santiago Do Sul,SC,2,Soja,Grupo I,40.0,
Santiago Do Sul,SC,3,Soja,Grupo I,51.2,
Santiago Do Sul,SC,1,Soja,Grupo II,28.8,
Santiago Do Sul,SC,2,Soja,Grupo II,40.0,
Santiago Do Sul,SC,3,Soja,Grupo II,51.2,
Santiago Do Sul,SC,1,Soja,Grupo III,51.2,
Santiago Do Sul,SC,2,Soja,Grupo III,40.0,
Santiago Do Sul,SC,3,Soja,Grupo III,51.2,
São Bernardino,SC,1,Soja,Grupo I,28.8,
São Bernardino,SC,2,Soja,Grupo I,40.0,
São Bernardino,SC,3,Soja,Grupo I,51.2,
São Bernardino,SC,1,Soja,Grupo II,28.8,
São Bernardino,SC,2,Soja,Grupo II,40.0,
São Bernardino,SC,3,Soja,Grupo II,51.2,
São Bernardino,SC,1,Soja,Grupo III,51.2,
São Bernardino,SC,2,Soja,Grupo III,40.0,
São Bernardino,SC,3,Soja,Grupo III,51.2,
São Pedro De Alcântara,SC,1,Soja,Grupo I,28.8,
São Pedro De Alcântara,SC,2,Soja,Grupo I,40.0,
São Pedro De Alcântara,SC,3,Soja,Grupo I,51.2,
São Pedro De Alcântara,SC,1,Soja,Grupo II,28.8,
São Pedro De Alcântara,SC,2,Soja,Grupo II,40.0,
São Pedro De Alcântara,SC,3,Soja,Grupo II,51.2,
São Pedro De Alcântara,SC,1,Soja,Grupo III,51.2,
São Pedro De Alcântara,SC,2,Soja,Grupo III,40.0,
São Pedro De Alcântara,SC,3,Soja,Grupo III,51.2,
Tigrinhos,SC,1,Soja,Grupo I,28.8,
Tigrinhos,SC,2,Soja,Grupo I,40.0,
Tigrinhos,SC,3,Soja,Grupo I,51.2,
Tigrinhos,SC,1,Soja,Grupo II,28.8,
Tigrinhos,SC,2,Soja,Grupo II,40.0,
Tigrinhos,SC,3,Soja,Grupo II,51.2,
Tigrinhos,SC,1,Soja,Grupo III,51.2,
Tigrinhos,SC,2,Soja,Grupo III,40.0,
Tigrinhos,SC,3,Soja,Grupo III,51.2,
Treviso,SC,1,Soja,Grupo I,28.8,
Treviso,SC,2,Soja,Grupo I,40.0,
Treviso,SC,3,Soja,Grupo I,51.2,
Treviso,SC,1,Soja,Grupo II,28.8,
Treviso,SC,2,Soja,Grupo II,40.0,
Treviso,SC,3,Soja,Grupo II,51.2,
Treviso,SC,1,Soja,Grupo III,51.2,
Treviso,SC,2,Soja,Grupo III,40.0,
Treviso,SC,3,Soja,Grupo III,51.2,
Zortéa,SC,1,Soja,Grupo I,28.8,
Zortéa,SC,2,Soja,Grupo I,40.0,
Zortéa,SC,3,Soja,Grupo I,51.2,
Zortéa,SC,1,Soja,Grupo II,28.8,
Zortéa,SC,2,Soja,Grupo II,40.0,
Zortéa,SC,3,Soja,Grupo II,51.2,
Zortéa,SC,1,Soja,Grupo III,51.2,
Zortéa,SC,2,Soja,Grupo III,40.0,
Zortéa,SC,3,Soja,Grupo III,51.2,
Saltinho,SC,1,Soja,Grupo I,28.8,
Saltinho,SC,2,Soja,Grupo I,40.0,
Saltinho,SC,3,Soja,Grupo I,51.2,
Saltinho,SC,1,Soja,Grupo II,28.8,
Saltinho,SC,2,Soja,Grupo II,40.0,
Saltinho,SC,3,Soja,Grupo II,51.2,
Saltinho,SC,1,Soja,Grupo III,51.2,
Saltinho,SC,2,Soja,Grupo III,40.0,
Saltinho,SC,3,Soja,Grupo III,51.2,
Santa Terezinha Do Progresso,SC,1,Soja,Grupo I,28.8,
Santa Terezinha Do Progresso,SC,2,Soja,Grupo I,40.0,
Santa Terezinha Do Progresso,SC,3,Soja,Grupo I,51.2,
Santa Terezinha Do Progresso,SC,1,Soja,Grupo II,28.8,
Santa Terezinha Do Progresso,SC,2,Soja,Grupo II,40.0,
Santa Terezinha Do Progresso,SC,3,Soja,Grupo II,51.2,
Santa Terezinha Do Progresso,SC,1,Soja,Grupo III,51.2,
Santa Terezinha Do Progresso,SC,2,Soja,Grupo III,40.0,
Santa Terezinha Do Progresso,SC,3,Soja,Grupo III,51.2,
Pescaria Brava,SC,1,Soja,Grupo I,28.8,
Pescaria Brava,SC,2,Soja,Grupo I,40.0,
Pescaria Brava,SC,3,Soja,Grupo I,51.2,
Pescaria Brava,SC,1,Soja,Grupo II,28.8,
Pescaria Brava,SC,2,Soja,Grupo II,40.0,
Pescaria Brava,SC,3,Soja,Grupo II,51.2,
Pescaria Brava,SC,1,Soja,Grupo III,51.2,
Pescaria Brava,SC,2,Soja,Grupo III,40.0,
Pescaria Brava,SC,3,Soja,Grupo III,51.2,
Balneário Rincão,SC,1,Soja,Grupo I,28.8,
Balneário Rincão,SC,2,Soja,Grupo I,40.0,
Balneário Rincão,SC,3,Soja,Grupo I,51.2,
Balneário Rincão,SC,1,Soja,Grupo II,28.8,
Balneário Rincão,SC,2,Soja,Grupo II,40.0,
Balneário Rincão,SC,3,Soja,Grupo II,51.2,
Balneário Rincão,SC,1,Soja,Grupo III,51.2,
Balneário Rincão,SC,2,Soja,Grupo III,40.0,
Balneário Rincão,SC,3,Soja,Grupo III,51.2,
Santa Mariana,PR,1,Milho,Grupo I,43.2,
Santa Mariana,PR,2,Milho,Grupo I,60.0,
Santa Mariana,PR,3,Milho,Grupo I,76.8,
Santa Mariana,PR,1,Milho,Grupo II,43.2,
Santa Mariana,PR,2,Milho,Grupo II,60.0,
Santa Mariana,PR,3,Milho,Grupo II,76.8,
Santa Mariana,PR,1,Milho,Grupo III,43.2,
Santa Mariana,PR,2,Milho,Grupo III,60.0,
Santa Mariana,PR,3,Milho,Grupo III,76.8,
Santa Inês,PR,1,Milho,Grupo I,43.2,
Santa Inês,PR,2,Milho,Grupo I,60.0,
Santa Inês,PR,3,Milho,Grupo I,76.8,
Santa Inês,PR,1,Milho,Grupo II,43.2,
Santa Inês,PR,2,Milho,Grupo II,60.0,
Santa Inês,PR,3,Milho,Grupo II,76.8,
Santa Inês,PR,1,Milho,Grupo III,43.2,
Santa Inês,PR,2,Milho,Grupo III,60.0,
Santa Inês,PR,3,Milho,Grupo III,76.8,
Santa Cruz De Monte Castelo,PR,1,Milho,Grupo I,43.2,
Santa Cruz De Monte Castelo,PR,2,Milho,Grupo I,60.0,
Santa Cruz De Monte Castelo,PR,3,Milho,Grupo I,76.8,
Santa Cruz De Monte Castelo,PR,1,Milho,Grupo II,43.2,
Santa Cruz De Monte Castelo,PR,2,Milho,Grupo II,60.0,
Santa Cruz De Monte Castelo,PR,3,Milho,Grupo II,76.8,
Santa Cruz De Monte Castelo,PR,1,Milho,Grupo III,43.2,
Santa Cruz De Monte Castelo,PR,2,Milho,Grupo III,60.0,
Santa Cruz De Monte Castelo,PR,3,Milho,Grupo III,76.8,
São José Da Boa Vista,PR,1,Milho,Grupo I,43.2,
São José Da Boa Vista,PR,2,Milho,Grupo I,60.0,
São José Da Boa Vista,PR,3,Milho,Grupo I,76.8,
São José Da Boa Vista,PR,1,Milho,Grupo II,43.2,
São José Da Boa Vista,PR,2,Milho,Grupo II,60.0,
São José Da Boa Vista,PR,3,Milho,Grupo II,76.8,
