centroideY;centroideX;nome
-14.589723702321052;-40.92853762986139;Anagé - BA
-24.64379031737677;-53.14376565482331;Anahy - PR
-0.8270751473238027;-49.96206210537036;Anajás - PA
-3.2592707766514644;-44.58013235343591;Anajatuba - MA
-22.120807453078;-47.677828446012256;Analândia - SP
-3.5025772875537613;-61.716765546765565;Anamã - AM
-6.233325852167659;-48.18573955361146;Ananás - TO
-1.336359817723721;-48.38267853399354;Ananindeua - PA
-16.28721414147995;-48.974506794699025;Anápolis - GO
-3.9973356326197824;-51.301147658909926;Anapu - PA
-3.5439491462792376;-43.10752110916762;Anapurus - MA
-20.707137134609763;-55.761105455657244;Anastácio - MS
-22.111669780799815;-52.808252508022534;Anaurilândia - MS
-26.532603695959263;-53.33289355366551;Anchieta - SC
-20.719688074298116;-40.68672428231673;Anchieta - ES
-12.759647934112634;-41.195034719589195;Andaraí - BA
-23.017441378077255;-50.27125227236084;Andirá - PR
-10.296190568316739;-39.89329868883671;Andorinha - BA
-22.07614905303129;-46.554970746880095;Andradas - MG
-20.83653131905786;-51.329401465584404;Andradina - SP
-28.594829618855776;-51.50350276500462;André da Rocha - RS
-21.73930171336865;-44.270544694747066;Andrelândia - MG
-23.43651830986183;-48.459322155977326;Angatuba - SP
-17.70443171002156;-42.28264196854143;Angelândia - MG
-22.062454429550865;-53.865268268861975;Angélica - MS
-8.891515350559121;-36.27658950761059;Angelim - PE
-27.54294323690778;-49.0672368469827;Angelina - SC
-12.000739011608317;-44.626947881679015;Angical - BA
-6.101063826808986;-42.75053565234361;Angical do Piauí - PI
-6.436152574624889;-47.91155514448849;Angico - TO
-5.646247320581081;-36.55703057722152;Angicos - RN
-22.986080174466604;-44.352775394399785;Angra dos Reis - RJ
-12.1766091025684;-39.20094820663612;Anguera - BA
-23.191429660524616;-51.917928736201496;Ângulo - PR
-18.311079065239078;-48.22483626464852;Anhanguera - GO
-22.799956566186285;-48.17469897527857;Anhembi - SP
-22.36180375731415;-51.42784169276206;Anhumas - SP
-16.395550569563074;-49.967899164138075;Anicuns - GO
-9.23631199568322;-43.04947292990743;Anísio de Abreu - PI
-27.730776450911232;-51.07993088091021;Anita Garibaldi - SC
-27.879984132286026;-49.139570061087085;Anitápolis - SC
-4.186587580527783;-62.07299700293939;Anori - AM
-28.97096714208124;-51.994877697238714;Anta Gorda - RS
-10.398818075683161;-38.29974601469247;Antas - BA
-25.305462247924197;-48.7222708549527;Antonina - PR
-6.7565990390553745;-39.98180795760636;Antonina do Norte - CE
-7.218666383094825;-44.201727536970864;Antônio Almeida - PI
-12.380041113247078;-39.14834305414527;Antônio Cardoso - BA
-21.410546976401292;-43.766199278581574;Antônio Carlos - MG
-27.49718022348428;-48.83327635005331;Antônio Carlos - SC
-19.558242357427943;-42.88286890767886;Antônio Dias - MG
-10.591028590266529;-40.3622553503373;Antônio Gonçalves - BA
-22.205641500376817;-55.968958958620256;Antônio João - MS
-6.219627243770635;-37.92508024545956;Antônio Martins - RN
-25.95991652203736;-50.12866522811135;Antônio Olinto - PR
-28.882736164279905;-51.31602475903528;Antônio Prado - RS
-21.023120591378504;-42.15233407680643;Antônio Prado de Minas - MG
-6.792099866839607;-38.0544621137964;Aparecida - PB
-22.913966629569167;-45.23716929115874;Aparecida - SP
-16.812293930429384;-49.266312081697734;Aparecida de Goiânia - GO
-20.47879133025052;-50.92162355914543;Aparecida d 'Oeste - SP
-18.21678627723909;-51.26294342592716;Aparecida do Rio Doce - GO
-9.987921874573617;-48.00068040704823;Aparecida do Rio Negro - TO
-20.075946945121455;-51.2906522709576;Aparecida do Taboado - MS
-21.653443839276918;-42.12948885424987;Aperibé - RJ
-21.07246683212046;-41.55428628802773;Apiacá - ES
-8.753468689341128;-57.827622927946656;Apiacás - MT
-24.421509214406704;-48.818871998445694;Apiaí - SP
-1.4789665715698876;-45.003973608383234;Apicum-Açu - MA
-27.12408061384772;-49.36432029193466;Apiúna - SC
-5.628381735736837;-37.83552182892023;Apodi - RN
-11.718563756893232;-38.198305449412814;Aporá - BA
-18.76802651173731;-52.04536515846999;Aporé - GO
-13.824902827149854;-39.735552349669426;Apuarema - BA
-23.57228867828532;-51.44609911157997;Apucarana - PR
-7.759688320633061;-59.431294677345576;Apuí - AM
-3.9712691656834864;-39.32121997522953;Apuiarés - CE
-10.261158474972992;-37.064688481279795;Aquidabã - SE
-19.75568334651867;-55.863360468989974;Aquidauana - MS
-3.9766571068427288;-38.39452394452096;Aquiraz - CE
-27.141374072330496;-52.18114894174891;Arabutã - SC
-6.860575338270697;-35.355343187444525;Araçagi - PB
-19.234527607354607;-44.21962310913894;Araçaí - MG
-10.991143904019056;-37.09432998366176;Aracaju - SE
-23.43446168700274;-47.07230646845589;Araçariguama - SP
-12.169863033411861;-38.21788626875539;Araças - BA
-4.680982421242527;-37.6861080756406;Aracati - CE
-14.364993061124995;-41.375460876559224;Aracatu - BA
-21.113721185706986;-50.57424507873507;Araçatuba - SP
-11.214600919176048;-39.07392951888379;Araci - BA
-21.350859164846824;-43.40410784155356;Aracitaba - MG
-4.483243294110568;-38.71602708375219;Aracoiaba - CE
-7.793331489177022;-35.07568195092359;Araçoiaba - PE
-23.54360613085015;-47.651218657089245;Araçoiaba da Serra - SP
-19.767826749071304;-40.17600339393845;Aracruz - ES
-16.368185010443764;-49.70300828299741;Araçu - GO
-16.930524711906408;-41.992886490729134;Araçuaí - MG
-15.967045172048591;-52.12934686450378;Aragarças - GO
-16.95184109397492;-49.41909794925258;Aragoiânia - GO
-6.9457503419143345;-48.633113159420716;Aragominas - TO
-8.939437189901616;-49.504751742994436;Araguacema - TO
-12.841000572809262;-49.69624155111496;Araguaçu - TO
-15.126686152430866;-51.804014728012774;Araguaiana - MT
-7.331708796984476;-48.58791327905506;Araguaína - TO
-16.747935871677505;-53.12094957067937;Araguainha - MT
-6.79106779757394;-48.52519468374337;Araguanã - TO
-3.0795215183434705;-45.78740490833613;Araguanã - MA
-15.139276320335382;-50.43966267767763;Araguapaz - GO
-18.576791572257292;-48.22273583621537;Araguari - MG
-5.665339241460239;-48.1057952431397;Araguatins - TO
-2.9727318027576266;-42.01728530553375;Araioses - MA
-22.907653006613568;-55.44991899485077;Aral Moreira - MS
-12.050677169518368;-38.527508740821546;Aramari - BA
-30.91934640728969;-51.578282701478045;Arambaré - RS
-5.060078100918555;-45.95424081673045;Arame - MA
-20.144599440686072;-47.820460820405906;Aramina - SP
-23.17732217494299;-49.063523374551075;Arandu - SP
-21.896976172007236;-44.22773383585003;Arantina - MG
-22.67278538871215;-44.438231118608016;Arapeí - SP
-9.748816445114114;-36.64134998038393;Arapiraca - AL
-7.723284795038321;-48.99981291191526;Arapoema - TO
-20.662716195330656;-42.49916642724265;Araponga - MG
-23.44103168255738;-51.42802859170369;Arapongas - PR
-18.47692925468942;-49.12787533248196;Araporã - MG
-24.09269016747019;-49.976005792364575;Arapoti - PR
-19.042222830316017;-46.11519430706135;Arapuá - MG
-24.343823258731195;-51.81595305457252;Arapuã - PR
-15.256251330933658;-58.45748737179604;Araputanga - MT
-26.45682170960985;-48.757540239796334;Araquari - SC
-6.850445444243687;-35.739356864173935;Arara - PB
-28.94243750431453;-49.47206601068215;Araranguá - SC
-21.7907148447117;-48.181364213792605;Araraquara - SP
-22.345936360653198;-47.323813798323236;Araras - SP
-4.773024539262643;-40.74690465446058;Ararendá - CE
-3.5331971490506096;-44.727260366885865;Arari - MA
-29.63529402719237;-50.93445972259232;Araricá - RS
-7.263164044818775;-40.099094004788114;Araripe - CE
-7.625933713065262;-40.49777856069506;Araripina - PE
-22.75521015565949;-42.29349158095179;Araruama - RJ
-23.955044600064667;-52.576632530416525;Araruna - PR
-6.525519432907261;-35.7544129222558;Araruna - PB
-15.23568756488364;-39.418309262046265;Arataca - BA
-27.388398888801408;-52.30231895349924;Aratiba - RS
-4.426630259796386;-39.01699492999455;Aratuba - CE
-13.085233784433402;-39.07178166479561;Aratuípe - BA
-11.26079132422317;-37.58987274434673;Arauá - SE
-25.60861911538313;-49.44151094405903;Araucária - PR
-19.886642872322323;-45.181517038218445;Araújos - MG
-19.63650942062404;-46.97259596099839;Araxá - MG
-21.359687621039985;-46.94160992399185;Arceburgo - MG
-21.76598827640076;-50.430613560441685;Arco-Íris - SP
-20.26048154954874;-45.547424224235044;Arcos - MG
-8.39223903477134;-37.00914660603357;Arcoverde - PE
-21.356770758336477;-46.14422090359056;Areado - MG
-22.235424141329787;-43.12227899584686;Areal - RJ
-22.075788778438362;-48.98075503814028;Arealva - SP
-6.9519395874096945;-35.70463430961372;Areia - PB
-10.780545307366026;-37.3260786134665;Areia Branca - SE
-5.00135804598187;-37.038178896901016;Areia Branca - RN
-7.104166108517684;-36.963802219984224;Areia de Baraúnas - PB
-7.048771910403224;-35.93339160125143;Areial - PB
-22.67290311416728;-44.7121627750328;Areias - SP
-22.631344866763698;-48.65260609334162;Areiópolis - SP
-14.506277252104457;-56.85895275620093;Arenápolis - MT
-16.353545577814312;-51.58451458350194;Arenópolis - GO
-6.194060734163255;-35.206347503001034;Arês - RN
-21.635690758748463;-42.83303705301545;Argirita - MG
-17.88110029286981;-42.605838395734175;Aricanduva - MG
-15.749639407943478;-45.98720019334394;Arinos - MG
-10.188026475314693;-59.8392192390335;Aripuanã - MT
-9.951932496353189;-62.95737341194901;Ariquemes - RO
-21.185238419004843;-48.77898768389479;Ariranha - SP
-24.37734463976116;-51.540814988867496;Ariranha do Ivaí - PR
-22.776034051698446;-41.95056778668015;Armação dos Búzios - RJ
-28.237885733288252;-49.015696685867944;Armazém - SC
-6.239137920678427;-40.155033392480995;Arneiroz - CE
-6.124322213162574;-41.8292348162779;Aroazes - PI
-7.535170836267483;-35.69195819411811;Aroeiras - PB
-6.6096019679065385;-42.519565904173774;Arraial - PI
-22.922185165436073;-42.16943499512822;Arraial do Cabo - RJ
-12.818720770187452;-47.04786870373616;Arraias - TO
-29.3625049940588;-51.96530110409087;Arroio do Meio - RS
-31.44068854690634;-52.3976810751104;Arroio do Padre - RS
-29.520167975353345;-49.89246112171341;Arroio do Sal - RS
-30.193268267270287;-51.751720131859805;Arroio dos Ratos - RS
-29.25931473752073;-53.05233279947428;Arroio do Tigre - RS
-32.18921884894015;-52.91964181521143;Arroio Grande - RS
-26.921891537061384;-51.337769934307246;Arroio Trinta - SC
-22.56112640188929;-47.132256881706176;Artur Nogueira - SP
-14.805647444127938;-50.937183413255;Aruanã - GO
-23.385660180088838;-46.318756652706824;Arujá - SP
-27.07150803216181;-52.44160783502224;Arvoredo - SC
-28.86404997131572;-52.185872719737624;Arvorezinha - RS
-26.97336810669811;-49.395582631599126;Ascurra - SC
-20.183335236683682;-50.72830305474072;Aspásia - SP
-23.40541497217071;-50.875682453308684;Assaí - PR
-6.914235837821101;-39.869430154649805;Assaré - CE
-22.601132666178213;-50.4206596161667;Assis - SP
-10.874176244553894;-70.16505180615087;Assis Brasil - AC
-24.42438443760629;-53.58540727704233;Assis Chateaubriand - PR
-7.072611261951569;-36.709583882142084;Assunção - PB
-5.8800109380613295;-41.06879755701032;Assunção do Piauí - PI
-21.316051249069492;-42.879858909213965;Astolfo Dutra - MG
-23.249940596600016;-51.6997876717412;Astorga - PR
-23.128632379483122;-52.064697865980825;Atalaia - PR
-9.505248439035519;-36.07313757323266;Atalaia - AL
-5.711904030341271;-71.7443194655811;Atalaia do Norte - AM
-27.437155163658954;-49.74221913897357;Atalanta - SC
-18.16395218626098;-41.151924283417856;Ataléia - MG
-23.123206560728683;-46.58694931708927;Atibaia - SP
-20.963564147495138;-41.18793327130218;Atilio Vivacqua - ES
-5.493274198782806;-47.92663016915944;Augustinópolis - TO
-1.105386995669848;-46.507258023900626;Augusto Corrêa - PA
-18.10929895943361;-44.1980713826146;Augusto de Lima - MG
-28.534227214786995;-54.006688069709334;Augusto Pestana - RS
-5.881477042084759;-37.32450507133047;Augusto Severo - RN
-27.70866772173645;-52.07643831126914;Áurea - RS
-14.36143132582192;-39.481541243499514;Aurelino Leal - BA
-20.644057043327717;-50.5797478807244;Auriflama - SP
-16.695141674430353;-50.52572989872844;Aurilândia - GO
-6.9894163248812395;-38.96931315665759;Aurora - CE
-27.32913199301635;-49.59048350971534;Aurora - SC
-2.2312023835578825;-47.72632798739118;Aurora do Pará - PA
-12.642516516684124;-46.41920365333217;Aurora do Tocantins - TO
-3.788867500257634;-59.528751624908054;Autazes - AM
-22.186405751348286;-49.31598902421465;Avaí - SP
-21.459976933697998;-49.947580872431786;Avanhandava - SP
-23.074173456697654;-48.89468022588279;Avaré - SP
-3.667072791553127;-56.01643364679243;Aveiro - PA
-10.178299529996085;-43.942570423165435;Avelino Lopes - PI
-16.493663290894318;-49.76708250401427;Avelinópolis - GO
-2.819875477288161;-44.10345031330264;Axixá - MA
-5.645368974195671;-47.76622710687488;Axixá do Tocantins - TO
-7.175112444543092;-47.8559478048182;Babaçulândia - TO
-4.170880884422563;-44.75743814994377;Bacabal - MA
-2.932755856118123;-44.367355218354135;Bacabeira - MA
-1.6860133010757785;-45.163954510922636;Bacuri - MA
-2.6908201079768186;-44.63209235740319;Bacurituba - MA
-20.931023523750262;-49.43775609377832;Bady Bassitt - SP
-22.01746013215782;-44.82282578693652;Baependi - MG
-31.23681369234881;-54.01688280481538;Bagé - RS
-2.3728930228892704;-50.181791367356006;Bagre - PA
-6.66329520274636;-34.988413904500014;Baía da Traição - PB
-6.435396798090674;-35.044583093131585;Baía Formosa - RN
-12.664415765542008;-44.445043204185865;Baianópolis - BA
-3.1294305464172822;-49.6988975628193;Baião - PA
-11.964238630221555;-40.15427930611458;Baixa Grande - BA
-8.505748320808586;-45.1608741849209;Baixa Grande do Ribeiro - PI
-6.711854386452446;-38.75289506099934;Baixio - CE
-19.570288985062227;-40.982943830340325;Baixo Guandu - ES
-21.8928081683033;-49.333482824030696;Balbinos - SP
-19.263811757520955;-43.8639070174847;Baldim - MG
-16.359997266905257;-52.438083816158155;Baliza - GO
-29.01936796623364;-49.475143260276;Balneário Arroio do Silva - SC
-26.445745780389945;-48.65355866992505;Balneário Barra do Sul - SC
-27.00554859035756;-48.6202043194179;Balneário Camboriú - SC
-29.153133762657617;-49.61385756751038;Balneário Gaivota - SC
-30.213271111436867;-50.29331973907221;Balneário Pinhal - RS
-20.709109040762083;-49.55167424931445;Bálsamo - SP
-25.53421175833039;-49.68363827970793;Balsa Nova - PR
-8.237741367763638;-46.34279936951136;Balsas - MA
-20.111215451977426;-45.999310496180875;Bambuí - MG
-5.262584504891325;-38.90331445841709;Banabuiú - CE
-22.73347533997034;-44.33436914901235;Bananal - SP
-6.700198685512052;-35.59680597093872;Bananeiras - PB
-15.878002754574402;-40.58116481232552;Bandeira - MG
-21.724590042141674;-46.38577521326706;Bandeira do Sul - MG
-26.768133010669796;-53.647870297654386;Bandeirante - SC
-19.80517721651359;-54.28505849683058;Bandeirantes - MS
-23.160738179277633;-50.34684816194917;Bandeirantes - PR
-7.906518496254111;-48.66952611006877;Bandeirantes do Tocantins - TO
-7.486315330234361;-50.63415406003465;Bannach - PA
-10.619818004566508;-38.62746704367348;Banzaê - BA
-29.38526653504516;-51.48893668061068;Barão - RS
-23.58300375656431;-49.571625783841405;Barão de Antonina - SP
-19.892093795963593;-43.49597127524455;Barão de Cocais - MG
-27.567659429901738;-52.417110353180455;Barão de Cotegipe - RS
-6.58896985321069;-43.191575713681075;Barão de Grajaú - MA
-16.820641572032766;-56.03251439726858;Barão de Melgaço - MT
-21.265477477241525;-42.278913860682664;Barão de Monte Alto - MG
-30.41758421284339;-51.79833162465744;Barão do Triunfo - RS
-6.621733751434798;-36.262490587347784;Baraúna - PB
-5.092673000077215;-37.6181703253901;Baraúna - RN
