codigoStr;longitude;nome;latitude
6000107000100400001;-60.0;W60S07 (E) - AM;-7.0
6000108000100400001;-60.0;W60S08 (E) - AM;-8.0
6000109000193400001;-60.0;W60S09 (E) - MT;-9.0
6000110000202400001;-60.0;W60S10 (E) - MT;-10.0
6000111000278400001;-60.0;W60S11 (E) - MT;-11.0
6000112000401400001;-60.0;W60S12 (E) - RO;-12.0
6000113000581400001;-60.0;W60S13 (E) - MT;-13.0
6000114000248400001;-60.0;W60S14 (E) - MT;-14.0
6000115000199400001;-60.0;W60S15 (E) - MT;-15.0
6000116000249400001;-60.0;W60S16 (E) - MT;-16.0
6100000000097400001;-61.0;W61N00 (E) - RR;0.0
6100001000076400001;-61.0;W61N01 (E) - RR;1.0
6100002000069400001;-61.0;W61N02 (E) - RR;2.0
6100003000092400001;-61.0;W61N03 (E) - RR;3.0
6100004000315400001;-61.0;W61N04 (E) - RR;4.0
6100101000094400001;-61.0;W61S01 (E) - AM;-1.0
6100102000043400001;-61.0;W61S02 (E) - AM;-2.0
6100103000027400001;-61.0;W61S03 (E) - AM;-3.0
6100104000033400001;-61.0;W61S04 (E) - AM;-4.0
6100105000082400001;-61.0;W61S05 (E) - AM;-5.0
6100106000100400001;-61.0;W61S06 (E) - AM;-6.0
6100107000063400001;-61.0;W61S07 (E) - AM;-7.0
6100108000078400001;-61.0;W61S08 (E) - AM;-8.0
6100109000083400001;-61.0;W61S09 (E) - MT;-9.0
6100110000259400001;-61.0;W61S10 (E) - MT;-10.0
6100111000187400001;-61.0;W61S11 (E) - RO;-11.0
6100112000300400001;-61.0;W61S12 (E) - RO;-12.0
6100113000332400001;-61.0;W61S13 (E) - RO;-13.0
6200000000069400001;-62.0;W62N00 (E) - RR;0.0
6200001000066400001;-62.0;W62N01 (E) - RR;1.0
6200002000194400001;-62.0;W62N02 (E) - RR;2.0
6200003000299400001;-62.0;W62N03 (E) - RR;3.0
6200004000419400001;-62.0;W62N04 (E) - RR;4.0
6200101000043400001;-62.0;W62S01 (E) - RR;-1.0
6200102000034400001;-62.0;W62S02 (E) - AM;-2.0
6200103000028400001;-62.0;W62S03 (E) - AM;-3.0
6200104000036400001;-62.0;W62S04 (E) - AM;-4.0
6200105000046400001;-62.0;W62S05 (E) - AM;-5.0
6200106000055400001;-62.0;W62S06 (E) - AM;-6.0
6200107000070400001;-62.0;W62S07 (E) - AM;-7.0
6200108000094400001;-62.0;W62S08 (E) - AM;-8.0
6200109000136400001;-62.0;W62S09 (E) - RO;-9.0
6200110000180400001;-62.0;W62S10 (E) - RO;-10.0
6200111000198400001;-62.0;W62S11 (E) - RO;-11.0
6200112000354400001;-62.0;W62S12 (E) - RO;-12.0
6200113000160400001;-62.0;W62S13 (E) - RO;-13.0
6300000000063400001;-63.0;W63N00 (E) - AM;0.0
6300001000144400001;-63.0;W63N01 (E) - AM;1.0
6300002000712400001;-63.0;W63N02 (E) - AM;2.0
6300003000550400001;-63.0;W63N03 (E) - RR;3.0
6300101000038400001;-63.0;W63S01 (E) - AM;-1.0
6300102000036400001;-63.0;W63S02 (E) - AM;-2.0
6300103000037400001;-63.0;W63S03 (E) - AM;-3.0
6300104000038400001;-63.0;W63S04 (E) - AM;-4.0
6300105000046400001;-63.0;W63S05 (E) - AM;-5.0
6300106000100400001;-63.0;W63S06 (E) - AM;-6.0
6300107000102400001;-63.0;W63S07 (E) - AM;-7.0
6300108000077400001;-63.0;W63S08 (E) - RO;-8.0
6300109000100400001;-63.0;W63S09 (E) - RO;-9.0
6300110000192400001;-63.0;W63S10 (E) - RO;-10.0
6300111000299400001;-63.0;W63S11 (E) - RO;-11.0
6300112000162400001;-63.0;W63S12 (E) - RO;-12.0
6400000000062400001;-64.0;W64N00 (E) - AM;0.0
6400001000212400001;-64.0;W64N01 (E) - AM;1.0
6400003001027400001;-64.0;W64N03 (E) - RR;3.0
6400101000038400001;-64.0;W64S01 (E) - AM;-1.0
6400102000039400001;-64.0;W64S02 (E) - AM;-2.0
6400103000040400001;-64.0;W64S03 (E) - AM;-3.0
6400104000046400001;-64.0;W64S04 (E) - AM;-4.0
6400105000043400001;-64.0;W64S05 (E) - AM;-5.0
6400106000074400001;-64.0;W64S06 (E) - AM;-6.0
6400107000101400001;-64.0;W64S07 (E) - AM;-7.0
6400108000100400001;-64.0;W64S08 (E) - AM;-8.0
6400109000084400001;-64.0;W64S09 (E) - RO;-9.0
6400110000202400001;-64.0;W64S10 (E) - RO;-10.0
6400111000176400001;-64.0;W64S11 (E) - RO;-11.0
6400112000143400001;-64.0;W64S12 (E) - RO;-12.0
6500000000084400001;-65.0;W65N00 (E) - AM;0.0
6500001000699400001;-65.0;W65N01 (E) - AM;1.0
6500101000049400001;-65.0;W65S01 (E) - AM;-1.0
6500102000047400001;-65.0;W65S02 (E) - AM;-2.0
6500103000046400001;-65.0;W65S03 (E) - AM;-3.0
6500104000059400001;-65.0;W65S04 (E) - AM;-4.0
6500105000083400001;-65.0;W65S05 (E) - AM;-5.0
6500106000068400001;-65.0;W65S06 (E) - AM;-6.0
6500107000100400001;-65.0;W65S07 (E) - AM;-7.0
6500108000100400001;-65.0;W65S08 (E) - AM;-8.0
6500109000108400001;-65.0;W65S09 (E) - AM;-9.0
6500110000157400001;-65.0;W65S10 (E) - RO;-10.0
6500111000292400001;-65.0;W65S11 (E) - RO;-11.0
6600000000071400001;-66.0;W66N00 (E) - AM;0.0
6600101000058400001;-66.0;W66S01 (E) - AM;-1.0
6600102000057400001;-66.0;W66S02 (E) - AM;-2.0
6600103000057400001;-66.0;W66S03 (E) - AM;-3.0
6600104000067400001;-66.0;W66S04 (E) - AM;-4.0
6600105000091400001;-66.0;W66S05 (E) - AM;-5.0
6600106000080400001;-66.0;W66S06 (E) - AM;-6.0
6600107000100400001;-66.0;W66S07 (E) - AM;-7.0
6600108000091400001;-66.0;W66S08 (E) - AM;-8.0
6600109000100400001;-66.0;W66S09 (E) - AM;-9.0
6700000000222400001;-67.0;W67N00 (E) - AM;0.0
6700001000083400001;-67.0;W67N01 (E) - AM;1.0
6700101000161400001;-67.0;W67S01 (E) - AM;-1.0
6700102000060400001;-67.0;W67S02 (E) - AM;-2.0
6700103000069400001;-67.0;W67S03 (E) - AM;-3.0
6700104000095400001;-67.0;W67S04 (E) - AM;-4.0
6700105000068400001;-67.0;W67S05 (E) - AM;-5.0
6700106000077400001;-67.0;W67S06 (E) - AM;-6.0
6700107000100400001;-67.0;W67S07 (E) - AM;-7.0
6700108000099400001;-67.0;W67S08 (E) - AM;-8.0
6700109000100400001;-67.0;W67S09 (E) - AM;-9.0
6700110000208400001;-67.0;W67S10 (E) - AC;-10.0
6800000000092400001;-68.0;W68N00 (E) - AM;0.0
6800001000099400001;-68.0;W68N01 (E) - AM;1.0
6800101000168400001;-68.0;W68S01 (E) - AM;-1.0
6800102000056400001;-68.0;W68S02 (E) - AM;-2.0
6800103000066400001;-68.0;W68S03 (E) - AM;-3.0
6800104000074400001;-68.0;W68S04 (E) - AM;-4.0
6800105000087400001;-68.0;W68S05 (E) - AM;-5.0
6800106000100400001;-68.0;W68S06 (E) - AM;-6.0
6800107000093400001;-68.0;W68S07 (E) - AM;-7.0
6800108000100400001;-68.0;W68S08 (E) - AM;-8.0
6800109000108400001;-68.0;W68S09 (E) - AM;-9.0
6800110000201400001;-68.0;W68S10 (E) - AC;-10.0
6900000000098400001;-69.0;W69N00 (E) - AM;0.0
6900001000096400001;-69.0;W69N01 (E) - AM;1.0
6900101000099400001;-69.0;W69S01 (E) - AM;-1.0
6900102000100400001;-69.0;W69S02 (E) - AM;-2.0
6900103000074400001;-69.0;W69S03 (E) - AM;-3.0
6900104000075400001;-69.0;W69S04 (E) - AM;-4.0
6900105000096400001;-69.0;W69S05 (E) - AM;-5.0
6900106000100400001;-69.0;W69S06 (E) - AM;-6.0
6900107000100400001;-69.0;W69S07 (E) - AM;-7.0
6900108000200400001;-69.0;W69S08 (E) - AM;-8.0
6900109000193400001;-69.0;W69S09 (E) - AC;-9.0
6900110000165400001;-69.0;W69S10 (E) - AC;-10.0
7000000000208400001;-70.0;W70N00 (E) - AM;0.0
7000105000100400001;-70.0;W70S05 (E) - AM;-5.0
7000106000094400001;-70.0;W70S06 (E) - AM;-6.0
7000107000164400001;-70.0;W70S07 (E) - AM;-7.0
7000108000201400001;-70.0;W70S08 (E) - AM;-8.0
7000109000201400001;-70.0;W70S09 (E) - AC;-9.0
7000110000200400001;-70.0;W70S10 (E) - AC;-10.0
7100105000099400001;-71.0;W71S05 (E) - AM;-5.0
7100106000130400001;-71.0;W71S06 (E) - AM;-6.0
7100107000159400001;-71.0;W71S07 (E) - AM;-7.0
7100108000175400001;-71.0;W71S08 (E) - AM;-8.0
7100109000200400001;-71.0;W71S09 (E) - AC;-9.0
7200105000100400001;-72.0;W72S05 (E) - AM;-5.0
7200106000194400001;-72.0;W72S06 (E) - AM;-6.0
7200107000200400001;-72.0;W72S07 (E) - AM;-7.0
7200108000200400001;-72.0;W72S08 (E) - AC;-8.0
7200109000302400001;-72.0;W72S09 (E) - AC;-9.0
7300106000202400001;-73.0;W73S06 (E) - AM;-6.0
7300107000201400001;-73.0;W73S07 (E) - AM;-7.0
7300108000200400001;-73.0;W73S08 (E) - AC;-8.0
5241126930889100001;-52.415;XANXERÊ (A) - SC;-26.93861111
4326122580033100001;-43.26666667;XEREM (A) - RJ;-22.58333333
4565103260045000001;-45.65;ZE DOCA (C) - MA;-3.26666667
